date;Ammonium;Nitrate;Temperature;northward_Water_current;eastward_Water_current;ocean_mixed_layer_thickness;par;current_intensity
2020-07-14 12:00:00;4.2000003;92.400085;13.653;-4233.6;-5875.2;10.400024;0.5313732;7241.6396
2020-07-15 12:00:00;4.2000003;98.0;13.31;-4233.6;-4838.4004;11.699951;0.6584866;6429.1123
2020-07-16 12:00:00;4.2000003;116.19983;13.747;-3456.0002;-4147.2;10.799927;0.2112223;5398.445
2020-07-17 12:00:00;4.2000003;102.19983;13.661;518.4;4147.2;10.400024;0.64409524;4179.4746
2020-07-18 12:00:00;4.2000003;77.0;13.033;2246.4001;-4838.4004;10.400024;0.5617513;5334.457
2020-07-19 12:00:00;2.8;70.0;12.912001;1382.4;-9158.4;10.400024;0.6518793;9262.145
2020-07-20 12:00:00;2.8;72.79974;13.58;432.00003;-4060.8003;10.400024;0.65441316;4083.7144
2020-07-21 12:00:00;2.8;71.400085;14.068001;1814.4001;-1641.6001;10.400024;0.63451844;2446.814
2020-07-22 12:00:00;4.2000003;100.79974;14.652;-1555.2001;4665.6;10.400024;0.5868586;4917.9746
2020-07-23 12:00:00;2.8;61.599915;14.745001;2937.6;-2851.2;10.400024;0.059136935;4093.7556
2020-07-24 12:00:00;2.8;42.0;15.209;-1123.2001;-86.4;10.400024;0.43026772;1126.5183
2020-07-25 12:00:00;2.8;35.0;15.042;-2505.6;-1555.2001;10.400024;0.4438488;2949.0132
2020-07-26 12:00:00;2.8;25.19983;14.876;518.4;-1641.6001;10.400024;0.59206986;1721.5079
2020-07-27 12:00:00;2.8;22.400085;14.644;-1814.4001;-5097.6006;10.400024;0.62603813;5410.876
2020-07-28 12:00:00;2.8;40.599915;14.790001;-4147.2;-10713.601;10.400024;0.17665741;11488.277
2020-07-29 12:00:00;2.8;65.79974;14.778;950.4001;-4579.2;10.400024;0.23979773;4676.7866
2020-07-30 12:00:00;4.2000003;42.0;14.684;2937.6;1036.8;11.599976;0.31154013;3115.1963
2020-07-31 12:00:00;2.8;21.0;14.691;-5875.2;-4406.4004;12.799927;0.31011212;7344.0005
2020-08-01 12:00:00;2.8;43.400085;14.851;-3974.4004;-5616.0005;10.5;0.5856237;6880.067
2020-08-02 12:00:00;5.6;96.599915;15.174;-3715.2002;-6652.801;10.400024;0.6114172;7619.8735
2020-08-03 12:00:00;5.6;123.19983;15.363001;-1382.4;-5011.2;10.400024;0.3722842;5198.3804
2020-08-04 12:00:00;4.2000003;65.79974;15.056;432.00003;6220.8003;10.400024;0.38435677;6235.782
2020-08-05 12:00:00;2.8;21.0;14.848;2073.6;-4492.8003;11.5;0.37510088;4948.2393
2020-08-06 12:00:00;2.8;19.599915;14.949;950.4001;-5788.8003;10.400024;0.624803;5866.2993
2020-08-07 12:00:00;5.6;51.799744;15.289;-2678.4001;-9331.2;10.400024;0.621772;9707.992
2020-08-08 12:00:00;8.400001;96.599915;15.534;-86.4;-6307.2007;10.400024;0.61650467;6307.7925
2020-08-09 12:00:00;9.8;112.0;15.557;-1296.0;-3456.0002;10.400024;0.5766676;3691.01
2020-08-10 12:00:00;8.400001;102.19983;15.647;-345.6;-518.4;10.400024;0.6092261;623.0393
2020-08-11 12:00:00;8.400001;91.0;15.84;-864.00006;-864.00006;10.400024;0.60521644;1221.8806
2020-08-12 12:00:00;5.6;60.19983;15.857;-172.8;-172.8;10.400024;0.17462485;244.37611
2020-08-13 12:00:00;4.2000003;60.19983;15.832001;-1036.8;-1296.0;10.400024;0.19575332;1659.69
2020-08-14 12:00:00;5.6;82.599915;16.137001;-86.4;-172.8;10.400024;0.058678616;193.19627
2020-08-15 12:00:00;7.0;68.599915;16.243;2160.0;518.4;10.400024;0.2346902;2221.3372
2020-08-16 12:00:00;7.0;70.0;16.098;1209.6001;864.00006;10.400024;0.42007947;1486.4819
2020-08-17 12:00:00;7.0;67.19983;16.373001;1728.0001;950.4001;10.400024;0.5770724;1972.1168
2020-08-18 12:00:00;5.6;70.0;16.92;777.60004;2678.4001;10.400024;0.156205;2788.9944
2020-08-19 12:00:00;2.8;35.0;17.011;1036.8;4233.6;10.5;0.5202995;4358.7065
2020-08-20 12:00:00;2.8;15.400085;15.384001;1641.6001;3628.8003;21.0;0.159866;3982.8435
2020-08-21 12:00:00;2.8;9.799744;15.057;-2505.6;2592.0;21.5;0.39721712;3605.0654
2020-08-22 12:00:00;2.8;9.799744;15.241;-3542.4001;604.80005;18.699951;0.40395567;3593.6587
2020-08-23 12:00:00;1.4;9.799744;15.453;-2419.2002;-2246.4001;13.0;0.23347762;3301.3396
2020-08-24 12:00:00;2.8;23.799744;15.755;-345.6;-3888.0002;10.599976;0.37397054;3903.33
2020-08-25 12:00:00;5.6;18.19983;15.306;-2332.8;3801.6003;19.099976;0.52349585;4460.2827
2020-08-26 12:00:00;5.6;23.799744;15.32;604.80005;-2851.2;14.400024;0.52250385;2914.6396
2020-08-27 12:00:00;5.6;39.19983;15.55;-2505.6;-1987.2002;10.400024;0.3325352;3197.9675
2020-08-28 12:00:00;8.400001;93.79974;15.379;-5961.6006;-12355.2;10.400024;0.44128639;13718.296
2020-08-29 12:00:00;14.0;138.59991;14.723;-5529.6;-14256.001;10.400024;0.516266;15290.849
2020-08-30 12:00:00;11.2;124.599915;14.389;-1296.0;-1296.0;10.400024;0.15114456;1832.8208
2020-08-31 12:00:00;4.2000003;70.0;14.1310005;1987.2002;3196.8;10.5;0.47536287;3764.1062
2020-09-01 12:00:00;4.2000003;54.599915;14.401;-2073.6;3542.4001;11.0;0.10293581;4104.682
2020-09-02 12:00:00;4.2000003;57.400085;14.633;-1296.0;5702.4;10.400024;0.3656647;5847.8184
2020-09-03 12:00:00;5.6;50.400085;14.569;-432.00003;691.2;10.400024;0.4613735;815.096
2020-09-04 12:00:00;4.2000003;37.799744;14.577;-864.00006;-2160.0;10.400024;0.3512232;2326.391
2020-09-05 12:00:00;4.2000003;32.19983;14.709;-2937.6;-2764.8;10.400024;0.2437457;4034.057
2020-09-06 12:00:00;4.2000003;51.799744;14.872;-2592.0;-4147.2;10.400024;0.16025485;4890.576
2020-09-07 12:00:00;5.6;81.19983;14.745001;-3542.4001;86.4;10.400024;0.15099826;3543.4536
2020-09-08 12:00:00;4.2000003;54.599915;14.904;-1382.4;2937.6;10.400024;0.4359833;3246.6174
2020-09-09 12:00:00;5.6;61.599915;15.068001;-432.00003;-5875.2;10.400024;0.30625072;5891.061
2020-09-10 12:00:00;7.0;107.79974;14.564;-2937.6;-2332.8;10.400024;0.17276715;3751.193
2020-09-11 12:00:00;5.6;64.400085;14.117001;-1555.2001;4579.2;10.400024;0.3841289;4836.0854
2020-09-12 12:00:00;4.2000003;30.799744;14.123;1641.6001;1641.6001;10.400024;0.19284761;2321.5732
2020-09-13 12:00:00;2.8;26.599915;14.127001;777.60004;-1209.6001;10.900024;0.069691405;1437.9827
2020-09-14 12:00:00;1.4;23.799744;14.335;1468.8;-5097.6006;11.699951;0.10837374;5304.989
2020-09-15 12:00:00;2.8;39.19983;14.6;691.2;-5875.2;11.099976;0.29135585;5915.719
2020-09-16 12:00:00;2.8;43.400085;14.8;691.2;-3715.2002;10.400024;0.15506057;3778.9507
2020-09-17 12:00:00;2.8;50.400085;14.809;2246.4001;-4320.0;11.099976;0.41122252;4869.1597
2020-09-18 12:00:00;2.8;49.0;14.891001;172.8;-3628.8003;12.400024;0.37780437;3632.9124
2020-09-19 12:00:00;4.2000003;72.79974;15.069;-1728.0001;-950.4001;12.099976;0.40077937;1972.1168
2020-09-20 12:00:00;5.6;98.0;15.312;-1123.2001;259.2;10.400024;0.26876613;1152.7198
2020-09-21 12:00:00;7.0;123.19983;15.208;-777.60004;432.00003;10.400024;0.19323766;889.5425
2020-09-22 12:00:00;7.0;109.19983;15.021;-2073.6;2937.6;10.400024;0.33672386;3595.7354
2020-09-23 12:00:00;5.6;68.599915;14.668;-259.2;950.4001;10.699951;0.37135866;985.11163
2020-09-24 12:00:00;5.6;28.0;14.489;-2505.6;-1209.6001;24.799927;0.357275;2782.295
2020-09-25 12:00:00;5.6;25.19983;14.455;-1555.2001;-6393.6;21.400024;0.36197504;6580.0283
2020-09-26 12:00:00;5.6;22.400085;14.481001;2851.2;-6220.8003;18.900024;0.10959322;6843.0767
2020-09-27 12:00:00;4.2000003;23.799744;14.543;-432.00003;86.4;14.099976;0.35718143;440.55533
2020-09-28 12:00:00;7.0;49.0;14.511;-2332.8;-1468.8;10.400024;0.33738354;2756.6882
2020-09-29 12:00:00;5.6;54.599915;14.532;518.4;3283.2002;12.299927;0.25228477;3323.8748
2020-09-30 12:00:00;5.6;37.799744;14.226;-2764.8;-604.80005;13.799927;0.22405311;2830.177
2020-10-01 12:00:00;7.0;54.599915;14.109;-1900.8002;-3283.2002;10.599976;0.2751055;3793.7375
2020-10-02 12:00:00;8.400001;60.19983;14.003;-2937.6;-6652.801;13.299927;0.2958247;7272.5
2020-10-03 12:00:00;9.8;77.0;13.968;-3715.2002;-3196.8;12.099976;0.16731352;4901.249
2020-10-04 12:00:00;9.8;64.400085;13.849;-4492.8003;-3542.4001;17.900024;0.08928219;5721.3506
2020-10-05 12:00:00;8.400001;57.400085;13.632;-2160.0;-1814.4001;19.400024;0.21587586;2820.9304
2020-10-06 12:00:00;8.400001;58.799744;13.440001;-1900.8002;-1728.0001;21.900024;0.0871281;2568.857
2020-10-07 12:00:00;9.8;71.400085;13.342;-1468.8;-2851.2;12.900024;0.2970779;3207.2908
2020-10-08 12:00:00;11.2;85.400085;13.189;-3369.6;-7516.8003;10.699951;0.19189204;8237.506
2020-10-09 12:00:00;12.6;100.79974;13.069;-4924.8003;-5529.6;10.400024;0.20663576;7404.7373
2020-10-10 12:00:00;12.6;113.400085;13.004;-4752.0005;-6912.0005;10.400024;0.14728653;8387.924
2020-10-11 12:00:00;11.2;128.79974;12.961;-1036.8;-3024.0;10.299927;0.2343109;3196.8
2020-10-12 12:00:00;9.8;127.400085;12.681;-4320.0;-4060.8003;10.400024;0.24650323;5928.9546
2020-10-13 12:00:00;7.0;112.0;12.448;-1900.8002;-2937.6;10.400024;0.26199877;3498.9333
2020-10-14 12:00:00;5.6;107.79974;12.369;518.4;-2764.8;10.400024;0.25945866;2812.9802
2020-10-15 12:00:00;5.6;100.79974;12.394;1728.0001;-1641.6001;10.699951;0.22001177;2383.4504
2020-10-16 12:00:00;4.2000003;77.0;12.325;1900.8002;-950.4001;13.599976;0.011688712;2125.1592
2020-10-17 12:00:00;5.6;68.599915;12.316;-86.4;-1987.2002;17.299927;0.03364085;1989.0775
2020-10-18 12:00:00;5.6;71.400085;12.351;86.4;-691.2;18.299927;0.032118775;696.5791
2020-10-19 12:00:00;7.0;72.79974;12.391;950.4001;259.2;17.5;0.0952137;985.11163
2020-10-20 12:00:00;8.400001;71.400085;12.174;-1468.8;2332.8;20.699951;0.16837408;2756.6882
2020-10-21 12:00:00;9.8;89.599915;12.01;-3888.0002;-3888.0002;10.599976;0.20520625;5498.463
2020-10-22 12:00:00;8.400001;92.400085;12.093;-2505.6;259.2;11.299927;0.16745663;2518.9714
2020-10-23 12:00:00;9.8;92.400085;12.423;-1036.8;4147.2;12.400024;0.21727672;4274.836
2020-10-24 12:00:00;8.400001;60.19983;12.376;1555.2001;2592.0;25.299927;0.19562274;3022.7654
2020-10-25 12:00:00;8.400001;54.599915;12.262;-259.2;-518.4;29.400024;0.1265627;579.58887
2020-10-26 12:00:00;8.400001;58.799744;12.164;-1641.6001;-1814.4001;26.0;0.20241965;2446.814
2020-10-27 12:00:00;9.8;61.599915;12.05;-1555.2001;950.4001;23.5;0.18086967;1822.6101
2020-10-28 12:00:00;9.8;64.400085;11.99;-950.4001;259.2;27.0;0.020478668;985.11163
2020-10-29 12:00:00;9.8;67.19983;11.923;432.00003;518.4;27.099976;0.18026336;674.8056
2020-10-30 12:00:00;9.8;75.599915;11.858;432.00003;-8640.0;14.900024;0.08859256;8650.793
2020-10-31 12:00:00;9.8;79.79974;11.745;-604.80005;1036.8;26.199951;0.033121414;1200.3073
2020-11-01 12:00:00;8.400001;85.400085;11.593;-1555.2001;-1555.2001;21.400024;0.15037943;2199.385
2020-11-02 12:00:00;9.8;96.599915;11.385;-3801.6003;-1900.8002;19.299927;0.16522239;4250.3184
2020-11-03 12:00:00;9.8;102.19983;11.201;-2937.6;-1987.2002;20.799927;0.11281209;3546.6123
2020-11-04 12:00:00;9.8;126.0;11.202;345.6;-8899.2;11.599976;0.16626346;8905.908
2020-11-05 12:00:00;12.6;166.59991;11.244;172.8;-8812.801;10.400024;0.048574764;8814.494
2020-11-06 12:00:00;11.2;166.59991;11.216;86.4;-10800.0;10.900024;0.013272154;10800.346
2020-11-07 12:00:00;9.8;154.0;11.11;432.00003;-11404.8;10.5;0.08309961;11412.979
2020-11-08 12:00:00;7.0;130.19983;11.077;4579.2;-7084.8003;13.0;0.059150677;8435.845
2020-11-09 12:00:00;7.0;126.0;11.081;4579.2;-7084.8003;14.299927;0.042533834;8435.845
2020-11-10 12:00:00;7.0;149.79974;11.055;345.6;1382.4;10.799927;0.0035149793;1424.9453
2020-11-11 12:00:00;7.0;140.0;10.938;-2937.6;1468.8;14.099976;0.062919125;3284.3367
2020-11-12 12:00:00;7.0;138.59991;10.78;-777.60004;1814.4001;13.900024;;1974.0085
2020-11-13 12:00:00;7.0;135.79974;10.671;-432.00003;1036.8;16.5;0.016863765;1123.2001
2020-11-14 12:00:00;7.0;133.0;10.589;691.2;1641.6001;21.0;;1781.1818
2020-11-15 12:00:00;7.0;130.19983;10.53;-2678.4001;1555.2001;21.5;;3097.172
2020-11-16 12:00:00;7.0;130.19983;10.542;-172.8;950.4001;21.299927;;965.98145
2020-11-17 12:00:00;7.0;128.79974;10.519;1468.8;-518.4;23.0;;1557.5981
2020-11-18 12:00:00;7.0;130.19983;10.405;-4492.8003;-1641.6001;19.5;;4783.315
2020-11-19 12:00:00;7.0;133.0;10.408;-1036.8;-1728.0001;16.599976;;2015.1771
2020-11-20 12:00:00;7.0;138.59991;10.446;-1987.2002;777.60004;14.299927;;2133.9229
2020-11-21 12:00:00;7.0;145.59991;10.289;-1123.2001;-3542.4001;13.099976;;3716.2046
2020-11-22 12:00:00;8.400001;183.40009;10.301;-1382.4;-9590.4;10.400024;;9689.5205
2020-11-23 12:00:00;8.400001;186.19983;10.375;-2073.6;-259.2;10.599976;;2089.7373
2020-11-24 12:00:00;8.400001;187.59991;10.084;-2764.8;-2937.6;11.400024;;4034.057
2020-11-25 12:00:00;8.400001;219.79974;10.139;-3110.4001;-10108.801;10.400024;;10576.505
2020-11-26 12:00:00;8.400001;233.79974;10.074;-1900.8002;-6825.6;10.400024;;7085.3267
2020-11-27 12:00:00;8.400001;231.0;10.13;86.4;-6566.4004;10.400024;;6566.9688
2020-11-28 12:00:00;8.400001;215.59991;10.102;864.00006;-8467.2;10.699951;;8511.168
2020-11-29 12:00:00;9.8;239.40009;9.986;3801.6003;-4665.6;10.5;;6018.304
2020-11-30 12:00:00;8.400001;253.40009;9.951;-691.2;-1468.8;10.400024;;1623.3087
2020-12-01 12:00:00;8.400001;242.19983;10.184;-345.6;0.0;10.400024;;345.6
2020-12-02 12:00:00;7.0;168.0;10.372;-5788.8003;2246.4001;12.900024;;6209.3896
2020-12-03 12:00:00;8.400001;127.400085;10.189;-2592.0;3110.4001;34.0;;4048.8335
2020-12-04 12:00:00;8.400001;128.79974;10.017;-2246.4001;-1900.8002;34.599976;;2942.6782
2020-12-05 12:00:00;7.0;134.40009;9.886;-1555.2001;-4060.8003;25.199951;;4348.419
2020-12-06 12:00:00;7.0;137.19983;9.826;2332.8;-5788.8003;11.799927;;6241.167
2020-12-07 12:00:00;7.0;137.19983;9.477;432.00003;-8035.2;17.0;;8046.8047
2020-12-08 12:00:00;7.0;175.0;9.406;-3542.4001;-6393.6;11.099976;;7309.359
2020-12-09 12:00:00;7.0;177.79974;9.692;-3628.8003;3801.6003;10.5;;5255.5073
2020-12-10 12:00:00;7.0;144.19983;9.928;-1641.6001;5961.6006;13.599976;;6183.489
2020-12-11 12:00:00;8.400001;127.400085;9.938;-3110.4001;4752.0005;25.400024;;5679.445
2020-12-12 12:00:00;8.400001;124.599915;9.947;777.60004;1382.4;36.69995;;1586.0933
2020-12-13 12:00:00;8.400001;121.79974;9.895;1987.2002;1728.0001;32.900024;;2633.4292
2020-12-14 12:00:00;7.0;124.599915;9.822;-432.00003;691.2;38.099976;;815.096
2020-12-15 12:00:00;7.0;126.0;9.787;691.2;-691.2;34.299927;;977.50446
2020-12-16 12:00:00;7.0;126.0;9.642;-2505.6;432.00003;30.400024;;2542.5688
2020-12-17 12:00:00;7.0;137.19983;9.644;-1728.0001;1123.2001;15.599976;;2060.9617
2020-12-18 12:00:00;7.0;141.40009;9.585;172.8;1036.8;17.199951;;1051.1014
2020-12-19 12:00:00;7.0;142.79974;9.481;-1987.2002;2764.8;22.199951;;3404.8618
2020-12-20 12:00:00;7.0;145.59991;9.423;0.0;-864.00006;16.599976;;864.00006
2020-12-21 12:00:00;7.0;149.79974;9.3;172.8;-6825.6;13.699951;;6827.787
2020-12-22 12:00:00;7.0;175.0;9.295;1728.0001;-11577.601;11.599976;;11705.846
2020-12-23 12:00:00;7.0;183.40009;9.018;-5097.6006;-7257.6006;15.5;;8868.952
2020-12-24 12:00:00;8.400001;228.19983;8.805;-3715.2002;-6998.4;10.900024;;7923.403
2020-12-25 12:00:00;8.400001;249.19983;9.324;-4060.8003;-1468.8;10.299927;;4318.272
2020-12-26 12:00:00;8.400001;159.59991;9.577;-3196.8;6739.2;24.5;;7458.978
2020-12-27 12:00:00;8.400001;113.400085;9.489;-2073.6;4060.8003;54.599976;;4559.596
2020-12-28 12:00:00;7.0;112.0;9.34;-2246.4001;-86.4;54.400024;;2248.061
2020-12-29 12:00:00;7.0;116.19983;9.137;-2505.6;-1987.2002;51.299927;;3197.9675
2020-12-30 12:00:00;7.0;130.19983;8.861;-3110.4001;-5184.0;20.5;;6045.531
2020-12-31 12:00:00;7.0;148.40009;8.734;-3283.2002;-5788.8003;11.900024;;6655.044
2021-01-01 12:00:00;7.0;159.59991;8.433;-2419.2002;-5356.8003;12.199951;;5877.741
2021-01-02 12:00:00;7.0;189.0;8.33;-2419.2002;-6134.4004;11.400024;;6594.1943
2021-01-03 12:00:00;7.0;203.0;8.421;-432.00003;-8121.6006;10.599976;;8133.082
2021-01-04 12:00:00;7.0;190.40009;8.438;-259.2;-8640.0;12.0;;8643.887
2021-01-05 12:00:00;7.0;180.59991;8.321;-1209.6001;-8467.2;12.900024;;8553.164
2021-01-06 12:00:00;7.0;175.0;8.129;0.0;-8121.6006;13.5;;8121.6006
2021-01-07 12:00:00;5.6;176.40009;7.811;172.8;-7084.8003;13.0;;7086.907
2021-01-08 12:00:00;7.0;198.79974;7.7939997;-604.80005;-8035.2;10.400024;;8057.9297
2021-01-09 12:00:00;5.6;184.79974;7.494;86.4;-4233.6;10.599976;;4234.4814
2021-01-10 12:00:00;5.6;201.59991;8.09;-3024.0;-1468.8;10.5;;3361.8374
2021-01-11 12:00:00;5.6;163.79974;8.843;-4406.4004;5097.6006;13.199951;;6738.093
2021-01-12 12:00:00;7.0;112.0;8.926;-1814.4001;3196.8;25.299927;;3675.81
2021-01-13 12:00:00;7.0;106.400085;8.865;-691.2;2678.4001;24.199951;;2766.15
2021-01-14 12:00:00;7.0;110.599915;8.809999;-172.8;-2764.8;17.099976;;2770.1948
2021-01-15 12:00:00;7.0;109.19983;8.799;2419.2002;950.4001;20.699951;;2599.1902
2021-01-16 12:00:00;7.0;114.79974;8.799;-3974.4004;-2678.4001;17.099976;;4792.67
2021-01-17 12:00:00;;;;;;11.099976;;
2021-01-18 12:00:00;;;;;;;;
2021-01-19 12:00:00;;;;;;;;
2021-01-20 12:00:00;;;;;;;;
2021-01-21 12:00:00;;;;;;;;
2021-01-22 12:00:00;;;;;;;;
2021-01-23 12:00:00;;;;;;;;
2021-01-24 12:00:00;;;;;;;;
2021-01-25 12:00:00;;;;;;;;
2021-01-26 12:00:00;;;;;;;;
2021-01-27 12:00:00;;;;;;;;
2021-01-28 12:00:00;;;;;;;;
2021-01-29 12:00:00;;;;;;;;
2021-01-30 12:00:00;;;;;;;;
