;NH4;NO3;N_s;N_f;D
182;0.07006510002590302;6.809840045494683;44373.535565148646;37615.538381095095;0.6772225368714679
183;0.0699765940005542;4.937696506574473;44487.31305060324;37938.14310123782;0.5324594126405101
184;0.04213068408547131;3.218471372389445;44601.79266101553;38237.863630754284;0.5813084737535487
185;0.027246232506481033;1.5556441930479932;44606.52552781838;38531.13093578352;0.7390089905615963
186;0.07611884612165108;6.375339703507183;44856.50369326182;38830.453078120954;0.5659430437111521
187;0.13476281037878277;7.273404849221274;45516.599025387324;39143.66234354676;0.47372609900649826
188;0.6255500010842829;45.497770311855376;46770.64496183892;39456.15842005579;0.4093933999074015
189;0.7295116552040909;62.18244602471379;47554.18859694572;39759.86543561722;0.6874900769254141
190;0.812899144470242;59.93317293290011;47902.51100949313;40039.01170972368;0.8544309688934961
191;0.17970510025763786;38.676750319776765;48191.040668707596;40306.91160423145;1.2682226264971308
192;0.4686438592491559;30.104809521373646;48437.9109013469;40571.39360132518;0.7526633836943296
193;0.7065148936488829;47.415380366863715;48812.83329808209;40834.77117362018;0.6122379021039276
194;0.44500590318326333;42.94102836870486;49143.69244786;41094.41345240517;0.8487016796414
195;0.4506723313871435;32.858685349467315;49415.62341038476;41349.80972990172;1.013007348842117
196;0.13554678446024176;18.10739813491834;49641.58543973203;41595.27828406986;1.284771913418992
197;0.3590256441783501;22.53235154417241;49862.17159512866;41814.71059282632;1.324541708845515
198;0.1268904558256751;14.980222833953906;50147.396186226986;42008.098893797556;1.5798234175460586
199;0.10060948693937176;6.970607882324108;50227.59104464081;42163.90748405732;2.0640682140649775
200;0.05591151668358415;3.6996444593195115;50290.93972805877;42278.06372398633;2.386699288198482
201;0.13293581135514418;10.062009971149518;50400.698686866446;42359.865747899916;1.5608814114222798
202;0.2968518230721727;26.12729660821627;50721.583509952965;42424.40978774594;0.7172483995126417
203;0.5203079082500195;29.74520975257424;50907.68004180081;42484.32368973888;0.7201571456562051
204;0.8537049679034214;29.577230777883575;50989.30299374444;42536.75750552696;0.9821715650752535
205;1.3461751019278927;40.293746677217484;51058.102124099525;42574.92672153262;1.0313117859286203
206;2.943018006276576;69.38401407947775;51108.47680239558;42604.59018213362;0.6920439757487903
207;3.3847341400156723;57.83069256908675;51151.254842150294;42646.087109298605;0.5225465084051834
208;1.7744490326072655;30.491155789354348;51207.9785822358;42723.157031368755;0.6322579724385379
209;0.8258877627320823;16.695292211796378;51271.53540908446;42844.88952929388;0.6156790365236439
210;3.8155212485936416;33.8080750836291;51492.25062065089;42991.60858916018;0.3805230876526016
211;3.4549390015094135;36.61233875593358;51697.40016821006;43153.717858073695;0.47959695335267016
212;2.704278443377261;49.512418569520136;51910.208179276284;43334.626390968304;0.5238673821242836
213;0.702058133732691;46.75135906883078;52117.16751190534;43523.88140784962;0.8703412271163177
214;0.3570130209060501;29.51328376341769;52299.7754337297;43713.78471111241;1.1823910550236338
215;0.26343844252071164;16.182384791509822;52445.05331736859;43898.31923766494;1.2810340043408146
216;0.11039028700002604;5.943083893232053;52507.228704020934;44090.15238269244;1.2154158798040862
217;0.07344832345865007;2.195103695417111;52458.821996166254;44297.979379142875;1.0349345729664765
218;0.2862133362045522;5.547249538954144;52539.48250163844;44539.762510361696;0.6364320702701287
219;0.5108329086205686;13.056186681098708;53038.60995557075;44804.455415158794;0.46371853287576975
220;0.9207511313281781;39.78110124314632;53769.39094376094;45048.26803259559;0.44760768373857934
221;0.4464770713269235;41.870764890888985;54178.01155001632;45279.042717131975;0.7977236091026014
222;0.20847062573961578;25.757203449832993;54393.27549658747;45512.586999157465;1.0190877370121019
223;0.21363151441376652;12.436587141524077;54539.016687662195;45806.947178199676;0.9236813239671284
224;0.08381809194127128;4.4742846193545;54581.47450834785;46162.07672000409;0.7166885282703013
225;0.016087335805307447;2.034331520619265;54495.80078514474;46518.02730896987;0.6801782166328578
226;0.10846465658398455;9.81716130006259;54799.9822488082;46859.573299724885;0.5301530953433282
227;0.25096402014095076;21.303872342712097;55794.6032029524;47183.1376708232;0.498621584722912
228;0.30665682818133116;31.507920207156243;56606.4761438902;47499.951054815145;0.553579700558379
229;0.2530542198605226;31.0091938908768;57082.82776880922;47812.1998518389;0.8917590296474333
230;0.24503136584693433;25.90577551962922;57420.17745710209;48114.08101526282;1.0796961403489544
231;0.08956469594480458;5.9799242279928455;57598.14172599237;48430.605897610665;1.138045090439956
232;0.05317476265523255;1.9753628887754364;57451.01406677037;48754.17841527239;1.0577925146146148
233;0.01415175152657755;0.677692883312148;57278.79643996199;49065.24397344215;0.9657868167579743
234;0.05016251311352559;3.361740764833457;57275.54441355514;49365.56049581201;0.8753219784789396
235;0.06422298455401595;5.8852422662059825;57739.459684095214;49641.260738624675;0.8980678285131738
236;0.08567700497250337;8.023020432689021;58447.16190480159;49929.071643287905;0.7007777023348731
237;0.0350306467793084;1.9671996831987006;58826.11812826374;50234.77855775986;0.8508577668624911
238;0.011927319481207555;0.7144783436807682;58695.301645648055;50537.81463069577;1.031694679362234
239;0.009526085859429344;0.9702105659034691;58553.78062206298;50813.69420546154;0.9186490657203601
240;0.008080165951982585;0.2405327042888222;58422.52258043202;51062.22053672659;0.814980330127186
241;0.00706963662534276;0.5159005474776217;58286.70653394608;51278.522190337346;0.7148255304266328
242;0.006428774750418694;0.23711144950223145;58184.738333765425;51472.40157368811;0.8226895161388393
243;0.012470232267877244;0.7983509636094559;58143.11892381689;51663.84431169591;1.027326172475328
244;0.007948036972442816;0.22629018911510024;58121.12397619032;51856.71556901633;1.5996327020744687
245;0.0073470752714604026;0.3166950652539033;58022.947408181324;52046.71726201704;2.2026859233416167
246;0.012277000086041932;0.8285509888266708;58051.892121382385;52230.323321918906;1.6615341732641207
247;0.010848265863216227;0.686212531952913;58179.18664917721;52404.25192483019;1.180966116186271
248;0.009343660272089315;0.43791675619007964;58250.25918025838;52566.12085891151;1.2380419190781171
249;0.00937885564698417;0.3733305689765022;58273.15063238965;52713.231048118374;1.3148617893606074
250;0.006082917674616084;0.11460063130154671;58239.67420767621;52848.85150984554;1.6809409077752555
251;0.014000365298319523;0.9009998052408908;58328.56825066021;52977.40301508656;1.7401109591910728
252;0.01640274702537053;0.878409011324614;58603.23384994789;53108.14976935687;1.6130231125074315
253;0.014851870183310906;0.5792701970277372;58801.31800648092;53246.16012539939;1.6473216734702139
254;0.05117433796123762;4.892494425651345;59689.84304947554;53397.00608794149;0.8085328221059496
255;0.03125858986042793;2.712996833674952;60893.51457234523;53558.495113493955;0.9168986410169413
256;0.028522391955497755;2.520699832432539;61454.14195891868;53716.81514091075;1.4560841314915556
257;0.09682652230639986;11.800060722344885;62567.089955118325;53872.56235710938;1.3344667415625457
258;0.18544174445437622;15.32380856274549;63937.09431372136;54034.98262984943;1.0211505842098259
259;0.19939713278403698;11.540315128997367;64570.36732861797;54202.594876802345;0.9400956080661897
260;0.2620914839868872;13.730250611347675;64853.530243022076;54374.33234070427;1.040379033472738
261;0.4243508355253244;18.325513056860938;65160.54862518573;54555.565424220906;0.9624009540562902
262;0.6306605787708592;29.054552897312053;65472.16396649289;54734.614107604786;0.8889773962651827
263;0.7208411147066437;39.79802483010907;65751.41720948427;54909.04768648546;1.0786323206633837
264;1.129474274607678;39.05614671725759;65977.8617829741;55081.292277154884;0.9823568242200226
265;0.29345018518632104;23.000342479263676;66145.775399764;55260.51442541556;1.3114325166615577
266;0.24932232272436544;9.559407859804216;66220.76194332894;55441.25598336647;1.5181772069699442
267;0.17481129018219616;8.213385756595507;66322.27900050799;55613.00674911605;1.4990880202216093
268;0.1597488146387384;7.988327146298244;66462.83977649019;55787.85630428863;1.7100451616219745
269;0.20507457826643746;7.281994092142397;66616.1997226238;55979.57838906852;1.6767015555195492
270;0.13309555388368977;3.6173766223404984;66755.91448965912;56208.24765068146;1.598991276772567
271;0.1748897167662638;5.2696399758058545;66816.98526456923;56456.221202642024;1.39047934371893
272;0.10296787222093678;3.602778740802365;66992.68950732058;56709.37763229661;1.3483613179611567
273;0.07034222739415671;1.8470024748525637;67039.29455965829;56969.99324304474;1.751359064291454
274;0.11248384665077224;4.1048471754824;67157.50661271412;57240.81455432378;1.6099906445314511
275;0.14350756580488236;7.032676376225223;67616.67634365338;57515.30543723137;1.212498019780908
276;0.1395590760285548;8.908909551955823;68228.42353516497;57792.07872768784;1.2027820856772264
277;0.7681815973102133;37.53327984733068;69175.44394180029;58071.352337415236;0.8954902580745235
278;0.49923788486427784;43.37353431742315;69831.99446713668;58352.03988752126;1.2608126062300378
279;0.43618204089012597;31.112497100578572;70122.30159376228;58633.56473264756;1.7422935446614316
280;0.18139964851439516;14.793251108372393;70349.0611458405;58917.66524753202;2.2776290056851676
281;0.6513690933480015;31.32113458661971;70672.90456308877;59199.29855861857;1.5662846489438036
282;1.824067779058397;72.75744778381429;71234.9435000943;59475.62802188763;0.9231658924780592
283;1.7078479295684725;89.03039752164756;71596.26900767733;59748.26566004856;1.1095303180668483
284;1.554024808609845;97.16186542001591;71922.20499348619;60016.54959279364;1.303951513243893
285;0.8256839894923355;92.49083532235237;72234.06469669903;60280.705622734065;1.705060239317908
286;0.806249791273653;79.86711304229392;72537.18843241433;60542.73084835358;1.9739729926739225
287;0.6816403307390996;66.5663295260985;72833.73431983296;60801.29726513544;1.8773090652205378
288;0.2708649272958878;41.691190711670146;73102.78821690643;61059.82184976317;2.3707072925706942
289;0.5822477994735197;29.3212906029866;73339.30435924021;61317.153811529875;2.1412698592117967
290;0.3196176660770785;22.772949827085768;73622.0227199719;61571.3065664419;1.786150277517476
291;0.596928434363603;27.834633804299465;73911.9645766587;61821.19486997326;1.4387890006413993
292;0.660636730485719;34.46921264738515;74272.0318979096;62067.24067233581;1.2167884397670394
293;1.4266547497389932;70.6690983014585;74640.33670168935;62311.84245380885;0.9486643463829818
294;1.4439047203683646;90.63894766555067;74971.27541668733;62554.17326497225;1.14020766021229
295;1.471864759876521;58.263966409207214;75239.56317601605;62793.31787131507;1.1134062912649474
296;0.667134899022457;32.76416281173055;75467.75561189187;63029.06576533825;1.4308892885272106
297;0.6765551862201051;24.82181824428458;75681.6396576168;63261.535744913606;1.4013819001657208
298;0.547458002176492;24.058404549804713;75946.9889541649;63490.29307875996;1.334949528129694
299;0.180830855032693;11.912998773984533;76140.64612624286;63715.75444383818;2.009032383177714
300;0.7882991612022522;24.0423776673251;76383.58586933918;63937.565826835234;1.3796532199970533
301;1.5281494656910426;45.64064424515091;76829.02131187178;64156.130582736514;0.856435686026035
302;1.2895108990905617;55.36109906083404;77133.19742262812;64371.608218548696;1.135940431804139
303;1.6193936846576356;48.242957803743735;77383.43173983296;64583.44315338341;1.1792183172198512
304;1.2694471629880841;40.181217325400624;77618.39287387437;64791.813549776896;1.2738988527401205
305;4.111923968467552;78.99646900239327;77916.79326883207;64997.21300088558;0.6682865389242896
306;6.843996347595049;115.81962952502481;78183.0495961737;65199.1813838899;0.5314784846144798
307;8.9035274942502;149.4898182128879;78434.12085707451;65397.4358409814;0.5583606466756739
308;7.518332428151446;158.0348369041773;78666.50487294992;65591.82555969425;0.8921431955295132
309;4.845295995096286;123.59875967003828;78888.05291551426;65782.4591954303;1.0349501615065066
310;2.7720935518610372;84.9346238289474;79098.04035843104;65969.84610608614;1.169685288508662
311;1.4787787282690477;68.08637415958704;79302.65965744645;66153.63708750119;1.60137614858585
312;1.7266583022886661;66.21281090652246;79515.83992014342;66335.01597855557;1.6847511179627919
313;1.8337241681415286;70.78864015746345;79737.54156722271;66513.53577786335;1.565980916513119
314;1.8446749766157162;72.34689415910778;79950.76775620779;66689.13402937955;1.5841247031825083
315;1.7716615155826585;69.54872706836576;80157.5099006558;66861.79467711251;1.7351760368725941
316;2.522343296786398;70.52075706348204;80365.63027169154;67031.47317113246;1.3893009262463984
317;2.8799017833255647;75.74777486536686;80572.40246023431;67198.48873613337;1.0856945133070088
318;4.811065834446601;102.23986573857047;80783.80077885497;67363.0224726039;0.7453965479617111
319;5.668221231571491;122.0763691634224;80986.69225949624;67525.04382843446;0.7380753298265532
320;4.48312707605715;126.81688287281878;81176.81150595713;67683.92454077223;1.2323723952367964
321;3.5998478633967506;116.07511513436309;81359.63335963342;67838.8621740638;1.537342471401815
322;2.4956699418849726;99.76927197830838;81537.799625303;67992.098414424;1.930029464710252
323;2.7275839884825173;89.77540219449126;81716.26943727792;68142.67591536567;1.6396826878925312
324;5.6049288701329205;133.89108681755076;81907.29240425712;68290.24934292841;0.757568509287708
325;6.209245247076879;170.00641444070823;82087.68885914588;68434.50653393642;0.647493651732673
326;4.810775077974844;187.54778321974794;82256.0163699333;68574.04071179769;1.1874456818869477
327;4.357864232518186;188.82732616397675;82417.40194504413;68708.15922497965;1.4985176176021677
328;3.9788393394938186;175.30868178511597;82573.70681812605;68839.05765687858;1.4957400888297685
329;3.3303441842463495;134.8785836319062;82727.85990475814;68972.04341572362;1.3944378316270511
330;3.069292656192273;108.66602815620291;82879.85925883955;69104.37764936627;1.200500806120287
331;3.1692722361208383;101.9920994617771;83036.38876378958;69234.7001475023;0.9945806462780358
332;3.3705750327084703;108.8014861031972;83194.16272767873;69362.6719651512;0.8789394539321297
333;3.3586143568593463;118.18528505515646;83347.12721000987;69488.67387954556;0.9553441802805038
334;2.635264993883466;111.8024133787584;83494.59822769997;69613.18090026228;1.425282193873495
335;1.9024498763838187;100.00851970195562;83637.2979507407;69735.4813730184;2.0613413703768857
336;2.101863068197602;95.41745433746587;83780.76255195274;69855.65970739888;2.060171458825657
337;2.4943644432973;96.96626098353894;83924.61898019265;69973.85063740838;1.7668104424549866
338;2.1623600784564667;94.19471642233886;84062.72878449662;70089.35509355848;2.0062674278256476
339;2.15544817677449;94.36698071747371;84199.19783294562;70202.77563915211;2.066000237555447
340;2.3200623782433176;96.93984100492413;84334.95849122485;70314.69579808207;1.978957406734993
341;2.522656818194591;100.70613893734742;84469.26929440204;70424.98826393452;1.8368160207542623
342;2.7689565183360925;104.15486329241504;84599.11228109605;70531.73514907039;1.6537122407619271
343;3.015679775846536;107.60050997151679;84728.91196918969;70638.44767319724;1.4702114851250676
344;3.3300213462836696;112.57947878238511;84857.70149101445;70744.2133110308;1.259419420229487
345;3.7674198454675794;120.34890337583437;84984.65263573108;70848.25573345009;0.9989605631071066
346;4.256889972386435;130.01527501854102;85110.30036948988;70951.10683052702;0.7228759579897754
347;4.161666123606595;141.8789019329437;85233.75637216655;71052.56033463038;0.8279819700159397
348;4.607406021591605;161.82125089040198;85356.66754998904;71153.39062080382;1.024510429561299
349;5.156862656726979;171.29630932386831;85478.81096967067;71254.00462971367;0.9333066891392732
350;4.742559461439743;155.2338135831519;85598.5599534905;71354.83764170093;0.7223055090011322
351;4.621125683104111;146.30345773166584;85717.67598343619;71455.76614701567;0.5312520682429961
352;4.56862623293042;147.71204005545164;85839.03097218889;71556.31610316866;0.5498085201004859
353;3.7247539211987073;146.9035811628006;85958.80905163506;71656.27511255706;0.709113227540384
354;3.006807029510835;139.90769980257429;86076.16828582165;71755.38927681242;1.0015893186061562
355;2.5145712355213807;132.40318983570296;86192.68338775402;71853.92548488038;1.444511075123081
356;2.126620692296348;124.58309190988585;86308.86626224579;71952.19813724652;2.2162312367924804
357;2.5168518772560686;122.70219818121588;86426.74785761564;72050.25676366402;2.3165303848777175
358;2.952723141808762;126.18590408327474;86545.53554442507;72148.14129172603;2.0551008483546145
359;3.215087086718613;138.75683522405276;86664.16817784215;72245.2859213993;1.7885931015343846
360;3.171372618166067;145.15694148364153;86781.10051043113;72342.16524275493;1.3373573413635598
361;2.951730654276566;146.67724171271422;86897.41180500788;72439.13986463004;1.5611490113082136
362;2.71448819426173;139.15176115448807;87014.43871612282;72537.8468187824;2.05079588230933
363;2.488055884948095;130.2578049466222;87131.74199499743;72636.94702002982;2.498321356279563
364;1.9437679743806349;117.90410327099188;87248.84256618074;72737.09912080216;3.3592306497256947
